"","Segment","Balance","QualMiles","BonusMiles","BonusTrans","FlightMiles","FlightTrans","DaysSinceEnroll"
"1857",1,12465,0,380,3,0,0,4162
"1858",1,6316,0,0,0,0,0,4149
"1859",4,66860,0,12667,20,980,5,4155
"1860",1,975,0,350,3,0,0,4519
"1861",2,197973,0,72345,14,1029,2,4155
"1862",4,50909,0,14830,18,0,0,4135
"1863",3,79500,0,21489,15,0,0,4146
"1864",3,15875,0,24918,12,0,0,4141
"1865",3,159109,0,19554,24,1557,6,4138
"1866",1,12906,0,0,0,0,0,4124
"1867",1,14155,0,3250,19,0,0,4134
"1868",4,576,0,12082,14,0,0,4128
"1869",1,48896,0,4081,12,3397,10,4139
"1870",1,27669,0,3375,20,0,0,4127
"1871",4,21708,0,12811,13,0,0,4100
"1872",3,10643,0,40585,14,850,2,4107
"1873",2,264685,0,57505,16,0,0,4112
"1874",1,35433,0,1600,3,0,0,4113
"1875",3,162369,0,41359,15,500,1,4113
"1876",1,6206,0,375,3,0,0,4107
"1877",2,226941,1000,44771,17,0,0,4099
"1878",2,94544,0,111827,8,350,1,4105
"1879",2,128302,0,132263,32,400,2,4103
"1880",1,3664,0,0,0,0,0,4089
"1881",1,56017,0,3905,6,1668,1,4086
"1882",2,40835,0,50602,39,2250,10,4090
"1883",1,24496,0,4000,3,500,1,4086
"1884",3,36033,0,36033,13,0,0,4079
"1885",1,12766,0,1900,4,400,2,4072
"1886",3,147596,0,19175,19,16675,18,4076
"1887",1,16489,0,4851,27,0,0,4064
"1888",3,84516,0,22713,15,0,0,4063
"1889",4,74147,0,8315,16,50,1,4064
"1890",1,24887,0,0,0,0,0,4047
"1891",3,56954,0,29409,32,0,0,4051
"1892",1,8647,0,0,0,0,0,4036
"1893",3,37114,0,21623,12,0,0,4040
"1894",3,50715,0,39211,13,0,0,4051
"1895",2,149305,0,49893,19,0,0,4030
"1896",1,225665,0,4288,15,500,1,4048
"1897",1,20534,0,589,7,0,0,4021
"1898",1,3962,0,292,8,0,0,4027
"1899",1,5112,0,0,0,0,0,4020
"1900",2,67358,0,67027,34,500,1,4379
"1901",1,11925,0,400,4,400,4,4015
"1902",1,30300,0,2160,7,0,0,4002
"1903",1,39139,0,710,4,0,0,3967
"1904",1,52440,0,500,1,0,0,4026
"1905",1,23329,0,6326,3,0,0,4008
"1906",4,10679,0,13363,12,0,0,4001
"1907",1,53487,0,0,0,0,0,3991
"1908",3,355423,5009,20500,20,100,1,3963
"1909",1,9052,0,280,2,0,0,3987
"1910",4,129972,0,15081,18,500,1,3986
"1911",3,283670,0,39260,39,200,1,3972
"1912",3,189054,0,17900,25,7400,23,3985
"1913",1,150312,0,1000,1,0,0,3967
"1914",1,33517,0,1250,2,250,1,3978
"1915",4,97750,0,12616,16,600,2,4074
"1916",1,59035,0,245,4,0,0,3960
"1917",3,132335,0,30273,14,0,0,3974
"1918",2,82981,0,105325,44,1000,2,3964
"1919",4,52139,0,16314,14,250,1,3965
"1920",3,123313,0,31595,15,0,0,3959
"1921",3,131755,909,37299,16,0,0,3952
"1922",1,46440,0,5582,24,0,0,3952
"1923",4,58970,0,13467,18,0,0,3946
"1924",2,152367,0,43406,24,700,3,3938
"1925",3,80534,0,20715,17,0,0,3949
"1926",1,12184,0,1160,3,0,0,3939
"1927",1,10355,0,6510,10,0,0,3918
"1928",1,39947,0,1750,7,0,0,3922
"1929",1,3082,0,0,0,0,0,3923
"1930",4,37563,0,8142,14,0,0,3925
"1931",2,145868,0,61068,18,10042,4,3925
"1932",1,14231,0,4950,24,1700,5,3917
"1933",4,87282,0,13480,10,0,0,3911
"1934",1,11355,0,135,3,0,0,3916
"1935",2,197239,0,53412,25,250,2,3914
"1936",1,50586,0,0,0,0,0,3902
"1937",3,54388,0,27516,14,0,0,3903
"1938",4,30546,0,11304,14,0,0,3900
"1939",1,24407,0,923,10,0,0,3910
"1940",2,640169,0,82561,36,400,2,3895
"1941",1,56213,0,3207,14,350,1,3900
"1942",3,21944,0,29461,13,0,0,3900
"1943",2,76552,0,150010,36,0,0,3894
"1944",3,37244,0,38220,18,0,0,3890
"1945",1,38439,0,3318,13,0,0,3886
"1946",1,32160,0,1130,6,250,1,3883
"1947",2,126873,0,95598,32,500,1,3880
"1948",1,8000,0,2250,11,0,0,3879
"1949",3,194906,0,23780,14,200,1,3880
"1950",3,85751,0,26842,14,0,0,3711
"1951",1,15676,0,0,0,0,0,3178
"1952",4,55064,0,8041,13,0,0,3329
"1953",1,40675,0,1413,9,0,0,2895
"1954",1,7843,0,600,2,600,2,3557
"1955",3,56896,0,34019,15,0,0,3696
"1956",4,91935,0,17550,18,0,0,4216
"1957",4,50496,0,13287,26,0,0,4610
"1958",4,19896,2395,9866,11,0,0,4602
"1959",3,156853,0,37625,14,0,0,4510
"1960",4,65533,0,7595,10,0,0,4544
"1961",3,223670,0,32709,13,2227,4,4230
"1962",1,91813,0,8690,11,2000,4,3911
"1963",1,12207,0,0,0,0,0,4565
"1964",1,26421,0,1250,3,0,0,4593
"1965",1,16176,0,0,0,0,0,4170
"1966",1,44754,0,0,0,0,0,3648
"1967",4,23827,0,8125,37,1000,2,4616
"1968",1,93743,0,1210,7,650,5,4676
"1969",1,4787,0,3125,8,500,1,4734
"1970",4,179472,0,11289,15,0,0,4708
"1971",1,73639,0,4709,10,2709,9,4341
"1972",1,76077,0,500,4,0,0,4616
"1973",1,66456,0,3500,4,1000,2,4679
"1974",1,14273,0,0,0,0,0,4341
"1975",2,134346,0,100210,18,0,0,4485
"1976",3,37693,0,30546,7,0,0,4671
"1977",4,11961,0,11961,10,0,0,4646
"1978",2,63311,0,90181,34,950,6,4604
"1979",1,20678,0,2155,8,0,0,3862
"1980",1,5316,0,1134,4,0,0,4610
"1981",1,86511,0,5000,6,2000,4,4625
"1982",1,133831,0,100,1,100,1,4588
"1983",1,30306,0,2500,1,0,0,4309
"1984",4,95925,0,7337,22,350,2,4625
"1985",1,35080,3867,0,0,0,0,4562
"1986",1,14304,0,0,0,0,0,4600
"1987",1,115385,0,5890,15,1250,7,4546
"1988",3,66411,1000,34826,19,3001,9,4211
"1989",1,6978,0,610,3,0,0,4349
"1990",1,39909,0,2682,14,0,0,4470
"1991",1,8767,0,6589,8,3892,6,4394
"1992",1,25544,0,3271,7,0,0,4580
"1993",3,166417,0,28607,11,0,0,4357
"1994",3,69555,0,21957,16,250,1,4390
"1995",1,2344,0,1478,10,0,0,4481
"1996",1,8780,0,2750,15,0,0,4237
"1997",4,111064,0,12700,7,2700,6,4547
"1998",2,44654,0,48874,16,0,0,4530
"1999",1,32678,0,0,0,0,0,4481
"2000",2,327126,1452,97997,25,350,3,4440
"2001",1,76387,0,3588,7,0,0,4442
"2002",3,268097,0,26933,25,0,0,4105
"2003",3,52195,0,35847,13,0,0,4476
"2004",3,137778,0,19557,18,0,0,4599
"2005",1,354807,0,6000,12,3500,11,4597
"2006",1,3056,0,1200,3,0,0,4363
"2007",4,101901,0,17898,22,100,1,4433
"2008",1,34182,0,0,0,0,0,3967
"2009",1,7371,0,1375,4,0,0,4505
"2010",3,178733,0,26465,22,1800,4,4537
"2011",4,87553,0,15681,14,0,0,4547
"2012",1,14614,0,2275,3,0,0,4567
"2013",2,91259,0,60609,12,0,0,4531
"2014",1,23997,0,250,2,250,2,4204
"2015",4,37202,0,15000,4,0,0,4511
"2016",2,53232,888,80696,65,22100,45,3831
"2017",4,54594,0,14402,14,0,0,4233
"2018",1,57474,0,5535,7,0,0,4364
"2019",1,20111,0,5653,12,0,0,4468
"2020",3,45950,0,38921,22,750,2,4302
"2021",1,67948,0,2750,5,650,3,4226
"2022",2,216498,0,43083,24,2500,5,4440
"2023",1,100649,0,4000,3,500,1,4457
"2024",4,52713,0,16273,13,100,1,4449
"2025",2,186892,0,63444,13,500,1,3732
"2026",4,11690,0,17615,17,0,0,4417
"2027",1,144697,0,2000,1,0,0,4420
"2028",1,75179,0,1015,2,0,0,4118
"2029",1,19850,0,500,1,500,1,4376
"2030",1,96154,0,7052,15,0,0,4433
"2031",1,55778,0,6500,12,500,1,3704
"2032",1,36227,0,7230,14,0,0,3736
"2033",1,93848,0,1600,4,1500,3,4475
"2034",3,41153,0,28686,15,0,0,4404
"2035",1,20789,0,0,0,0,0,4279
"2036",1,121992,6057,3200,4,600,2,4257
"2037",1,37911,0,2250,11,0,0,4385
"2038",3,233656,0,41941,14,500,1,4266
"2039",1,41133,0,635,3,0,0,4419
"2040",3,60864,0,23364,19,50,1,4436
"2041",1,90526,0,2000,9,0,0,4488
"2042",4,15148,0,15148,3,0,0,269
"2043",1,5393,0,0,0,0,0,4517
"2044",4,434,0,15530,5,0,0,3628
"2045",4,81055,0,14344,14,0,0,4610
"2046",1,31360,0,821,7,0,0,4488
"2047",3,156885,0,38601,19,0,0,4534
"2048",4,4148,0,13504,18,0,0,4607
"2049",4,63820,0,13981,15,0,0,4608
"2050",3,379744,2081,19191,17,1850,11,4608
"2051",1,76659,0,0,0,0,0,4608
"2052",3,40724,0,29481,14,0,0,4007
"2053",4,146173,0,13871,17,0,0,4414
"2054",1,26055,0,647,9,0,0,4464
"2055",1,68,0,590,1,0,0,3937
"2056",1,50001,0,4853,12,0,0,4023
"2057",3,122506,0,21022,13,0,0,4408
"2058",4,126886,0,9120,17,0,0,4044
"2059",1,42342,0,11408,23,11408,23,4331
"2060",3,58898,0,23050,15,50,1,4328
"2061",4,45735,0,10085,3,0,0,4239
"2062",3,77225,0,30646,15,0,0,4282
"2063",1,59874,0,0,0,0,0,3986
"2064",1,30868,0,405,3,0,0,4226
"2065",1,34257,0,2010,4,0,0,4309
"2066",1,42639,0,7366,12,0,0,4181
"2067",3,771,0,40256,4,0,0,4203
"2068",4,89708,0,8000,4,0,0,3173
"2069",4,75892,0,8738,15,0,0,4160
"2070",2,140918,0,69760,32,0,0,3883
"2071",3,475338,0,39680,22,700,4,3355
"2072",1,14426,0,0,0,0,0,4096
"2073",3,29559,0,28969,16,0,0,4236
"2074",4,113113,0,10736,13,0,0,4307
"2075",3,73027,0,34002,19,0,0,4063
"2076",1,17386,0,0,0,0,0,3771
"2077",1,9310,0,500,1,500,1,4272
"2078",1,11023,0,0,0,0,0,4328
"2079",3,55406,0,38118,18,500,1,4310
"2080",1,47638,0,0,0,0,0,3739
"2081",4,30040,0,8636,8,500,1,3873
"2082",1,24787,0,1000,1,0,0,3930
"2083",1,40758,0,3500,4,1000,2,4299
"2084",1,726,0,0,0,0,0,4268
"2085",1,40686,0,260,2,0,0,4177
"2086",1,16626,0,2500,13,0,0,4329
"2087",1,18944,0,300,3,300,3,3932
"2088",2,114949,0,87136,24,600,2,4294
"2089",1,32522,0,5971,4,471,2,4042
"2090",1,86533,0,3700,4,700,2,3600
"2091",4,166470,0,9574,16,0,0,4194
"2092",1,10797,0,0,0,0,0,3581
"2093",2,131618,0,46473,16,0,0,4274
"2094",4,77523,1112,11050,5,1000,2,4274
"2095",4,47905,0,14575,16,2000,4,4245
"2096",1,28695,0,0,0,0,0,4173
"2097",1,15253,0,5427,8,0,0,4373
"2098",4,193818,0,16327,13,0,0,3768
"2099",1,30556,0,950,5,550,3,4361
"2100",1,22678,0,2125,7,0,0,4068
"2101",3,89430,0,24314,18,0,0,1547
"2102",4,26522,0,18479,13,0,0,4358
"2103",1,59913,0,2210,5,150,1,3481
"2104",1,16516,0,500,1,0,0,4275
"2105",4,49050,0,18436,16,0,0,2426
"2106",2,27981,0,63004,17,0,0,2921
"2107",1,4939,0,1000,1,0,0,2515
"2108",1,26077,0,6768,4,0,0,3487
"2109",1,110893,0,4653,6,0,0,3645
"2110",1,56455,0,6000,3,0,0,4218
"2111",1,32699,0,1500,2,500,1,3167
"2112",4,109790,0,16108,4,0,0,3123
"2113",2,166681,0,107645,25,0,0,3287
"2114",1,145233,0,9366,5,4866,3,2626
"2115",4,1054,0,15147,3,0,0,3133
"2116",1,27532,0,4639,13,0,0,3939
"2117",1,62464,0,5675,16,500,1,3820
"2118",1,4041,0,0,0,0,0,3344
"2119",1,28138,0,6330,29,0,0,3847
"2120",1,33010,0,0,0,0,0,3915
"2121",1,45687,0,45,2,0,0,2269
"2122",1,12981,0,0,0,0,0,4246
"2123",1,168246,1514,4600,4,100,2,4103
"2124",3,75505,0,30850,17,500,1,4007
"2125",4,55591,0,8817,13,0,0,3693
"2126",2,37358,0,50488,19,0,0,3967
"2127",1,33803,0,6100,34,0,0,4079
"2128",1,2500,0,2500,1,0,0,3717
"2129",1,140527,0,3500,14,0,0,4023
"2130",1,5360,0,0,0,0,0,4392
"2131",4,124430,0,15523,17,1200,8,4054
"2132",2,240007,0,46771,14,0,0,4048
"2133",4,245021,0,13639,15,180,1,3984
"2134",2,53518,0,73933,30,400,1,3930
"2135",1,122545,0,269,4,250,1,3834
"2136",4,192889,0,10500,5,0,0,4096
"2137",2,227776,0,47286,19,2276,5,3980
"2138",2,37833,0,48172,15,500,1,3551
"2139",4,48256,0,9690,2,0,0,3979
"2140",4,99704,2704,15750,12,0,0,4106
"2141",1,394999,0,4150,5,150,3,3599
"2142",1,82497,0,0,0,0,0,3565
"2143",1,15326,7663,0,0,0,0,4140
"2144",1,32619,0,1070,7,0,0,3846
"2145",1,57017,0,2495,11,0,0,3854
"2146",3,252741,0,29296,19,635,3,4189
"2147",3,49375,0,23628,14,0,0,3797
"2148",1,25341,0,38,4,0,0,3995
"2149",3,45150,0,18907,13,0,0,4141
"2150",4,187462,0,10500,5,500,4,3953
"2151",4,19132,0,9124,17,0,0,3915
"2152",3,196967,0,38490,37,9550,20,4008
"2153",1,13040,0,500,1,0,0,3972
"2154",1,184301,0,6454,13,3954,12,4010
"2155",1,36294,0,0,0,0,0,3956
"2156",1,89840,0,7048,14,0,0,3819
"2157",1,6914,0,1500,1,0,0,3915
"2158",3,28493,0,21845,22,300,1,3932
"2159",1,111793,0,500,1,0,0,4057
"2160",1,18700,0,870,2,0,0,3995
"2161",1,53957,0,7000,4,500,1,4133
"2162",1,135770,0,4700,5,200,3,4215
"2163",3,189784,0,35464,18,2197,4,4190
"2164",2,60076,0,45582,9,0,0,3935
"2165",1,3522,0,3522,4,0,0,3916
"2166",1,36736,0,0,0,0,0,4134
"2167",2,100634,0,69669,28,1540,12,4193
"2168",1,88918,0,5537,14,0,0,4180
"2169",3,245045,0,25039,16,500,1,4173
"2170",3,37948,0,19213,43,0,0,3914
"2171",4,81552,0,7703,8,0,0,3855
"2172",4,118067,0,8715,12,0,0,3718
"2173",3,268314,0,29968,14,500,1,3869
"2174",2,135488,0,57787,16,0,0,4117
"2175",4,68243,0,10012,22,903,3,3888
"2176",3,56693,3953,20454,11,0,0,3893
"2177",4,194875,0,7550,6,1050,3,3831
"2178",3,206155,0,28447,17,0,0,3848
"2179",1,35425,0,4125,19,0,0,3834
"2180",1,161579,0,7688,21,5688,20,3811
"2181",1,11314,1000,741,4,0,0,3845
"2182",2,119531,0,60503,43,250,1,4002
"2183",1,48433,0,4300,5,800,3,3673
"2184",1,10872,0,4500,27,0,0,3882
"2185",4,109268,0,7401,17,750,1,4034
"2186",3,105160,0,20458,21,0,0,3732
"2187",2,90919,0,44430,17,0,0,3739
"2188",1,50230,0,4149,9,800,4,3727
"2189",3,74538,0,18835,21,0,0,2726
"2190",1,4606,0,4320,6,0,0,3501
"2191",3,61617,0,23495,13,0,0,3972
"2192",1,15275,0,75,2,0,0,2761
"2193",1,112891,0,500,1,500,1,3909
"2194",1,41176,0,7624,7,2624,4,3729
"2195",3,81251,0,19500,6,0,0,3958
"2196",1,18142,0,220,4,0,0,3638
"2197",3,16200,0,40455,17,0,0,3840
"2198",1,8913,0,2050,10,50,1,3630
"2199",4,14372,0,9042,13,0,0,3557
"2200",2,77965,0,41126,33,2683,7,3120
"2201",4,12271,500,7684,15,1000,2,4219
"2202",3,49874,0,39976,13,0,0,4293
"2203",1,35445,0,3379,9,0,0,4198
"2204",1,91755,0,5026,8,751,3,2676
"2205",4,33753,0,14961,14,500,1,3335
"2206",3,53750,0,23135,14,0,0,3736
"2207",3,110132,0,19000,5,0,0,3271
"2208",1,12221,0,511,4,0,0,3692
"2209",1,65519,0,0,0,0,0,4150
"2210",1,47291,0,1350,4,350,3,2336
"2211",4,124564,0,11026,13,0,0,3840
"2212",4,24111,0,9374,16,0,0,3802
"2213",1,35801,0,3337,13,0,0,3743
"2214",1,150972,0,2700,3,700,2,3645
"2215",4,292023,0,14125,12,3250,7,3683
"2216",1,47090,0,0,0,0,0,3726
"2217",1,1300,0,454,11,0,0,3691
"2218",3,109103,2370,19600,27,7600,24,3739
"2219",4,101057,0,13650,11,2150,9,3600
"2220",1,20900,0,1000,1,0,0,3685
"2221",1,46607,0,0,0,0,0,3727
"2222",1,33017,0,1069,7,250,1,3814
"2223",4,30729,0,16456,15,0,0,3795
"2224",1,35546,0,3376,10,0,0,3739
"2225",1,7845,0,265,3,0,0,3508
"2226",1,25788,0,4650,13,4650,13,3687
"2227",1,13543,0,1443,7,423,2,3811
"2228",1,16618,0,897,5,0,0,3620
"2229",1,11548,0,1634,7,0,0,3837
"2230",1,22181,0,6245,15,0,0,3656
"2231",3,222312,0,29039,17,0,0,3721
"2232",1,25080,0,2060,12,0,0,3795
"2233",1,17964,0,5030,23,0,0,3783
"2234",4,155385,0,15267,12,0,0,3624
"2235",1,3977,0,0,0,0,0,3593
"2236",1,14620,0,0,0,0,0,2833
"2237",1,46882,0,0,0,0,0,3701
"2238",1,3350,0,65,3,0,0,3540
"2239",1,3049,0,0,0,0,0,3613
"2240",1,32377,0,250,2,250,2,3515
"2241",1,9396,0,860,5,350,2,3588
"2242",1,102669,0,6760,14,306,2,3265
"2243",4,26745,0,17547,9,0,0,3664
"2244",3,120576,0,36635,14,0,0,3823
"2245",1,7658,0,300,1,0,0,3231
"2246",1,11136,0,100,1,0,0,3571
"2247",2,168778,0,57060,20,500,1,3326
"2248",4,124979,0,14267,14,0,0,3720
"2249",1,35659,0,1102,9,0,0,3533
"2250",4,55996,867,12165,14,0,0,3582
"2251",2,65904,0,47224,35,5350,18,3655
"2252",2,125679,0,68151,27,650,1,3683
"2253",2,235312,0,56685,16,0,0,3476
"2254",1,64414,0,1952,12,0,0,2395
"2255",4,34204,0,16862,9,1700,5,3596
"2256",1,22384,0,0,0,0,0,3676
"2257",1,13381,0,1150,2,150,1,3312
"2258",1,10959,0,500,1,0,0,3469
"2259",1,28607,0,5943,5,0,0,2895
"2260",1,30686,0,6161,2,0,0,3596
"2261",1,8260,0,700,2,0,0,3673
"2262",3,61584,0,27937,14,0,0,3783
"2263",3,141594,0,30565,16,0,0,3776
"2264",1,114549,0,5000,4,1000,2,3760
"2265",3,64153,0,23563,19,0,0,3575
"2266",1,10000,0,790,3,0,0,3564
"2267",1,21839,0,853,3,119,1,3638
"2268",1,182704,5513,5850,12,3100,10,3820
"2269",4,92551,0,13755,13,500,1,3895
"2270",3,49353,0,34656,14,0,0,3540
"2271",1,21843,0,1411,9,0,0,3177
"2272",1,34072,0,500,1,0,0,3879
"2273",3,72962,0,28055,16,0,0,3869
"2274",3,99502,0,19678,28,600,2,4182
"2275",4,13250,0,17778,14,0,0,3861
"2276",2,98232,0,56687,14,500,1,3867
"2277",2,98895,0,89709,17,500,1,3854
"2278",1,119340,1000,400,5,400,5,3855
"2279",4,30171,0,15370,13,0,0,3853
"2280",1,105957,0,4881,12,0,0,3859
"2281",1,22548,0,3225,9,0,0,3852
"2282",4,89761,0,11965,13,0,0,3845
"2283",3,65263,0,22500,4,0,0,3844
"2284",2,128456,0,70125,28,0,0,3764
"2285",1,35203,0,1800,16,1800,16,3832
"2286",1,62023,0,750,4,550,1,3819
"2287",1,44197,0,2500,1,0,0,3831
"2288",2,104245,0,45589,14,0,0,3810
"2289",2,252520,0,43392,17,500,1,3818
"2290",1,85496,0,2799,7,2711,6,3820
"2291",1,49874,0,7200,9,1700,4,3817
"2292",3,109649,0,22136,13,0,0,3812
"2293",4,34379,0,13051,20,150,1,3805
"2294",1,56688,0,3550,10,1050,9,3812
"2295",3,48970,0,30872,14,0,0,3817
"2296",2,70789,0,76661,29,150,1,3810
"2297",1,24277,0,5330,5,0,0,3796
"2298",3,20308,0,19526,13,0,0,3797
"2299",4,111041,0,10252,12,0,0,3875
"2300",1,27904,0,6622,17,0,0,3793
"2301",4,128620,0,7747,12,0,0,3789
"2302",3,65340,2454,33795,11,500,1,3775
"2303",1,27135,0,4908,11,0,0,3783
"2304",1,32898,0,1000,1,0,0,3777
"2305",3,196922,0,40170,18,0,0,3755
"2306",3,196175,0,33886,13,0,0,3775
"2307",1,11457,0,705,3,0,0,3767
"2308",3,175344,0,40152,19,0,0,3770
"2309",2,5154,0,54657,28,0,0,3769
"2310",4,13232,0,8668,16,0,0,3753
"2311",4,88232,0,11550,5,550,3,3729
"2312",2,75526,0,46421,14,0,0,3712
"2313",1,53935,0,0,0,0,0,3743
"2314",1,18402,0,0,0,0,0,3746
"2315",1,24784,0,100,1,0,0,3729
"2316",4,62903,0,16434,13,0,0,3732
"2317",3,80272,0,34744,14,550,2,3728
"2318",4,10458,0,10458,12,0,0,3726
"2319",3,188184,0,32170,13,0,0,3707
"2320",2,83524,0,43152,18,0,0,3694
"2321",1,10794,0,0,0,0,0,3712
"2322",1,49807,0,6393,20,0,0,3718
"2323",4,18266,0,12254,15,0,0,3713
"2324",3,87851,0,28969,17,0,0,4026
"2325",1,32991,0,1230,6,0,0,3693
"2326",1,28677,0,215,3,0,0,3699
"2327",4,103809,0,16776,14,0,0,3699
"2328",1,417,0,3000,1,0,0,3670
"2329",4,8859,0,11998,13,0,0,3690
"2330",1,26896,0,5364,15,0,0,3685
"2331",1,16986,0,0,0,0,0,3676
"2332",3,25530,0,25131,17,0,0,3677
"2333",3,77067,0,40129,15,0,0,3671
"2334",1,6350,0,0,0,0,0,3657
"2335",2,76118,0,79154,41,1992,2,3621
"2336",4,40420,0,8649,14,0,0,3651
"2337",4,30178,0,14422,15,0,0,3656
"2338",1,15088,0,0,0,0,0,3650
"2339",4,138020,0,16449,17,500,1,3637
"2340",4,27310,0,15537,16,500,1,3623
"2341",4,109131,0,17481,17,150,1,3622
"2342",3,35356,0,18520,15,300,1,3637
"2343",1,33466,0,355,3,0,0,3592
"2344",2,350608,0,50988,26,2643,5,3630
"2345",1,42107,888,3600,4,1000,2,3607
"2346",3,74796,0,19710,15,400,1,3616
"2347",3,26129,0,20265,17,0,0,3629
"2348",1,30893,0,0,0,0,0,3623
"2349",1,9445,0,1000,2,1000,2,3613
"2350",1,52965,0,500,1,0,0,3606
"2351",4,19516,0,17696,16,0,0,3593
"2352",2,106378,0,56007,14,0,0,3607
"2353",2,22201,0,51278,16,350,1,3602
"2354",4,73378,0,13607,14,0,0,3599
"2355",4,50193,0,12263,3,0,0,3596
"2356",3,165144,0,24156,14,0,0,3581
"2357",1,53556,0,0,0,0,0,3575
"2358",3,18387,0,40560,19,800,2,3588
"2359",2,28577,0,48564,14,0,0,3586
"2360",3,55417,0,37127,31,0,0,3575
"2361",4,142244,0,12325,13,0,0,3578
"2362",4,23139,0,8156,14,0,0,3578
"2363",2,146232,0,83783,19,375,1,3566
"2364",1,35323,0,1875,8,0,0,3553
"2365",2,108081,0,217006,24,0,0,3567
"2366",1,1021,0,100,1,0,0,3553
"2367",3,120345,0,38323,17,650,2,3544
"2368",4,11593,0,9055,16,0,0,3558
"2369",1,68180,0,2044,9,0,0,3550
"2370",1,26605,0,3704,11,0,0,3543
"2371",1,17920,0,3250,18,0,0,3546
"2372",1,85156,0,133,5,0,0,3550
"2373",1,9005,0,520,1,0,0,3531
"2374",4,55404,0,10613,15,500,1,3531
"2375",1,42584,0,841,6,0,0,3526
"2376",3,92843,0,27650,29,9150,26,3530
"2377",3,51082,0,40878,13,0,0,3524
"2378",1,18727,0,0,0,0,0,3524
"2379",2,212029,0,43162,19,0,0,3518
"2380",4,48806,0,12600,10,2500,8,3502
"2381",1,15610,0,0,0,0,0,3508
"2382",4,46876,0,9680,7,0,0,3498
"2383",1,14075,0,4286,15,0,0,3513
"2384",4,59895,0,10500,4,0,0,3497
"2385",1,25936,0,0,0,0,0,3495
"2386",1,134318,0,333,3,258,1,3488
"2387",4,32807,0,17259,4,0,0,3482
"2388",4,38591,0,11039,18,0,0,3488
"2389",3,48958,0,24430,5,0,0,3483
"2390",1,10710,0,1000,1,0,0,3460
"2391",4,60349,0,10350,18,0,0,3468
"2392",1,9453,0,2585,5,0,0,3463
"2393",3,60867,0,41345,18,0,0,3454
"2394",1,27590,0,100,1,0,0,3455
"2395",3,100069,0,18745,13,0,0,3454
"2396",1,27820,0,3005,11,0,0,3454
"2397",1,20503,0,520,3,0,0,3445
"2398",1,137371,0,4977,6,1977,4,3447
"2399",4,12950,0,12798,18,195,1,3432
"2400",4,25207,957,6883,13,0,0,3440
"2401",1,17088,0,0,0,0,0,3510
"2402",3,24100,0,26674,23,2300,7,3421
"2403",2,101632,0,48658,14,0,0,3432
"2404",3,233449,0,21274,18,0,0,3419
"2405",1,45257,0,3625,7,0,0,3417
"2406",1,626,0,626,1,0,0,3393
"2407",1,18272,0,2920,5,0,0,3405
"2408",1,10756,0,1375,4,0,0,3104
"2409",1,161281,0,6321,8,175,1,3399
"2410",3,75680,0,23159,14,0,0,3397
"2411",3,59839,0,26962,18,0,0,3404
"2412",3,201259,0,40755,34,0,0,3398
"2413",3,101772,0,26480,17,1000,2,3396
"2414",2,190674,4704,104159,33,4754,15,3396
"2415",1,1452,0,2375,5,0,0,3396
"2416",1,30902,0,4175,12,50,1,3384
"2417",3,65458,1000,28356,24,1100,3,3382
"2418",3,114067,0,42569,23,0,0,3336
"2419",2,93371,0,55338,20,0,0,3382
"2420",1,20207,0,3033,12,0,0,3370
"2421",2,41040,0,66292,14,200,2,3372
"2422",4,41062,0,8275,11,0,0,3356
"2423",3,208825,0,42007,23,0,0,3369
"2424",3,81087,0,18971,12,0,0,3362
"2425",1,14336,0,0,0,0,0,3349
"2426",4,29929,0,18032,17,150,1,3344
"2427",4,121390,0,8500,4,0,0,3342
"2428",1,23226,0,2236,2,0,0,3343
"2429",2,451294,0,45907,22,500,1,3347
"2430",1,68012,0,247,3,0,0,3342
"2431",1,23589,0,0,0,0,0,3336
"2432",1,35033,0,1000,1,0,0,2913
"2433",1,19860,0,1500,5,0,0,3281
"2434",1,49588,0,4960,14,100,1,3299
"2435",3,111442,0,30368,19,0,0,3392
"2436",3,87402,0,41685,21,0,0,3306
"2437",1,21875,7558,12398,15,0,0,3299
"2438",3,71459,0,36608,28,1020,3,3312
"2439",1,34049,0,2030,8,0,0,3306
"2440",1,39759,0,100,1,100,1,3278
"2441",3,64138,0,22089,19,0,0,3257
"2442",3,83811,0,25936,15,500,1,3281
"2443",1,51864,0,6795,13,0,0,3279
"2444",2,168886,0,66859,21,200,1,3285
"2445",1,51730,0,2875,16,0,0,3264
"2446",2,118141,0,46521,11,0,0,3259
"2447",3,76060,0,33424,30,0,0,3263
"2448",1,25316,0,0,0,0,0,3258
"2449",2,16859,0,64109,45,4822,9,3266
"2450",1,42236,0,8639,10,8389,9,3259
"2451",1,3446,0,0,0,0,0,3245
"2452",1,26119,0,3189,6,0,0,3257
"2453",2,136732,0,87549,20,0,0,3252
"2454",1,14554,0,0,0,0,0,3237
"2455",3,165203,0,36666,20,0,0,3239
"2456",2,76513,0,45265,16,0,0,3235
"2457",2,137076,0,61276,24,1600,4,3225
"2458",1,11952,0,0,0,0,0,3244
"2459",1,44742,0,2500,1,0,0,3217
"2460",1,94022,0,2585,14,0,0,3222
"2461",1,29287,0,0,0,0,0,3216
"2462",2,199273,0,58457,14,0,0,3217
"2463",2,114868,0,45996,22,0,0,3204
"2464",3,37335,0,19507,17,0,0,3202
